Identifiant station;Nom de la Station;Nom de la ligne;Niveau de pollution aux particules;Niveau de pollution;Incertitude;Recommandation de surveillance;Action(s) QAI en cours;Lien vers les mesures en direct;Durée des mesures;Mesures d’amélioration mises en place ou prévues;stop_lon;stop_lat;point_geo;pollution_air;air;niveau;actions;niveau_pollution
IDFM:462944;Cluny - La Sorbonne;Métro 10;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3450218824744566;48.850793731720536;48.850793731720536, 2.3450218824744566;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463150;Concorde;Métro 1;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3229614457982586;48.866557992949716;48.866557992949716, 2.3229614457982586;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:22061;Corentin Celton;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.2789586605256367;48.826823295159116;48.826823295159116, 2.2789586605256367;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463105;Corvisart;Métro 6;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.350611225926166;48.82986001331238;48.82986001331238, 2.350611225926166;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:463165;Cour Saint-Emilion;Métro 14;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.386617850214058;48.833319303843425;48.833319303843425, 2.386617850214058;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:22121;Courcelles;Métro 2;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.3032943624252122;48.87926525411311;48.87926525411311, 2.3032943624252122;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:463168;Daumesnil;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;;;2.395573606140371;48.83967393140864;48.83967393140864, 2.395573606140371;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:22171;Dupleix;Métro 6;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.293663726731039;48.8504116258067;48.8504116258067, 2.293663726731039;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:21970;Duroc;Métro 10;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3162247549746047;48.84675637808778;48.84675637808778, 2.3162247549746047;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:415484;Egly;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.2234625238542307;48.582715781664064;48.582715781664064, 2.2234625238542307;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:43074;Emerainville - Pontault-Combault;RER E;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.618502939849115;48.80587944608123;48.80587944608123, 2.618502939849115;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:43076;Epinay-sur-Orge;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.332043500451718;48.6693475106473;48.6693475106473, 2.332043500451718;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:463170;Esplanade de la Défense;Métro 1;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.249931086743073;48.88834989394862;48.88834989394862, 2.249931086743073;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463069;Europe;Métro 3;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.32218591952051;48.87875316404477;48.87875316404477, 2.32218591952051;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:22204;Faidherbe - Chaligny;Métro 8;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.384072471688875;48.850200705509266;48.850200705509266, 2.384072471688875;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:22056;Falguière;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.317551235617027;48.844317683534335;48.844317683534335, 2.317551235617027;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:47238;Fontenay-sous-Bois;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;;2.463537806527943;48.8437885964859;48.8437885964859, 2.463537806527943;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:monomodalStopPlace:43126;Franconville - Le Plessis-Bouchard;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.2341907839306554;48.99374640051787;48.99374640051787, 2.2341907839306554;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:463174;Gallieni;Métro 3;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;;;2.415921484287642;48.86539746068654;48.86539746068654, 2.415921484287642;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:462991;Gambetta;Métro 3;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3973588775666475;48.86497267606974;48.86497267606974, 2.3973588775666475;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:22148;Gare de l'Est;Métro 4;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3577495818204395;48.87627821831841;48.87627821831841, 2.3577495818204395;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:21996;Goncourt;Métro 11;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3707644347484003;48.8700070178386;48.8700070178386, 2.3707644347484003;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463049;Grands Boulevards;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.3432202183423976;48.871558801223806;48.871558801223806, 2.3432202183423976;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:43132;Grigny Centre;RER D;pollution moyenne;MOYENNE;Évaluation : campagne de mesure ponctuelle;non;;;campagne de mesure ponctuelle;;2.39678605544789;48.65484195083382;48.65484195083382, 2.39678605544789;pollution moyenne - incertitude faible;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43083;Igny;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.230807643224045;48.74084886110891;48.74084886110891, 2.230807643224045;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:45346;Javel;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.27803679359566;48.84716158046345;48.84716158046345, 2.27803679359566;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:463078;Jussieu;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.354798309820857;48.84596333903808;48.84596333903808, 2.354798309820857;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:22395;La Courneuve - 8 Mai 1945;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.4102214036405085;48.92024579662936;48.92024579662936, 2.4102214036405085;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463202;La Motte-Picquet - Grenelle;Métro 10;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.298684579816939;48.849532805857095;48.849532805857095, 2.298684579816939;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:22183;La Motte-Picquet - Grenelle;Métro 8;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.298745444388579;48.84950618174656;48.84950618174656, 2.298745444388579;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:463205;Lamarck - Caulaincourt;Métro 12;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3385838243831936;48.88968180996681;48.88968180996681, 2.3385838243831936;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:45850;Le Bras de Fer;RER D;pollution moyenne;MOYENNE;Évaluation : campagne de mesure ponctuelle;non;;;campagne de mesure ponctuelle;;2.4520047548737254;48.623306397197155;48.623306397197155, 2.4520047548737254;pollution moyenne - incertitude faible;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:45824;Le Coudray-Montceaux;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.492424499497774;48.56619819315809;48.56619819315809, 2.492424499497774;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:43234;Le Parc de Saint-Maur;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;;2.486623744135692;48.8054097518155;48.8054097518155, 2.486623744135692;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:monomodalStopPlace:464040;Le Vert de Maisons;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.4321242678299977;48.78883131123265;48.78883131123265, 2.4321242678299977;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:43230;Les Grésillons;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.313901968217972;48.9206901983449;48.9206901983449, 2.313901968217972;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:463209;Liberté;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.406409459132366;48.82608032193611;48.82608032193611, 2.406409459132366;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:47669;Lieusaint - Moissy;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.569507070898012;48.62833648393033;48.62833648393033, 2.569507070898012;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:22384;Louis Blanc;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3643562491890786;48.88124182075271;48.88124182075271, 2.3643562491890786;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:22034;Louise Michel;Métro 3;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.2882778490679767;48.88853900119613;48.88853900119613, 2.2882778490679767;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:490841;Maison Blanche;Métro 14;pas de données;pas de données;Évaluation : impossible faute d’informations;non;;;;;2.3589182598590392;48.82120786862075;48.82120786862075, 2.3589182598590392;pas de données;;Pas de données;;pas de données
IDFM:monomodalStopPlace:411485;Malesherbes;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.4010364417288774;48.293633291470464;48.293633291470464, 2.4010364417288774;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:43239;Marne-la-Vallée Chessy;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;;2.7824826512673546;48.86979506673141;48.86979506673141, 2.7824826512673546;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:monomodalStopPlace:43163;Meudon Val Fleury;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.2409419171683633;48.807552358196936;48.807552358196936, 2.2409419171683633;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:22224;Miromesnil;Métro 13;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3160106931210245;48.87344791579522;48.87344791579522, 2.3160106931210245;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:462980;Montparnasse Bienvenue;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.32392211008296;48.84374228942691;48.84374228942691, 2.32392211008296;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43169;Nanterre Préfecture;RER A;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.2229862429913676;48.895886773064674;48.895886773064674, 2.2229862429913676;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:43170;Nanterre Université;RER A;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;;2.213536495127317;48.90112974604822;48.90112974604822, 2.213536495127317;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:monomodalStopPlace:473875;Nation;RER A;pollution moyenne;MOYENNE;Évaluation : mesures permanentes;non;Action(s) d'amélioration de la qualité de l'air en cours;https://air-interieur.ratp.fr/;mesures permanentes;;2.3959444654495297;48.84823319072756;48.84823319072756, 2.3959444654495297;pollution moyenne - incertitude faible;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:22169;Nationale;Métro 6;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.362857958087621;48.83318160406702;48.83318160406702, 2.362857958087621;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:415093;Neuilly Porte Maillot;RER E;pas de données;pas de données;;non;;;;;2.284217509613705;48.878347804048644;48.878347804048644, 2.284217509613705;pas de données;;Pas de données;;pas de données
IDFM:monomodalStopPlace:474082;Noisy-le-Grand - Mont d'Est;RER A;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.550026754158765;48.84088525041221;48.84088525041221, 2.550026754158765;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:21978;Odéon;Métro 10;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.340619126473996;48.8519477060765;48.8519477060765, 2.340619126473996;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:22195;Opéra;Métro 8;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.332135072925294;48.87059812248669;48.87059812248669, 2.332135072925294;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:22005;Ourcq;Métro 5;pollution élevée;ELEVE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.3866765356019912;48.88714990283661;48.88714990283661, 2.3866765356019912;pollution élevée - incertitude forte;;Pollution élevée;Action(s) d'amélioration de la qualité de l'air en cours;pollution élevée
IDFM:monomodalStopPlace:462901;Ozoir-la-Ferrière;RER E;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.690116190500944;48.77076716837013;48.77076716837013, 2.690116190500944;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:22376;Palais Royal - Musée du Louvre;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.337007354765684;48.862683997769665;48.862683997769665, 2.337007354765684;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43175;Palaiseau - Villebon;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.237329249708309;48.7081489333421;48.7081489333421, 2.237329249708309;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:43177;Parc de Sceaux;RER B;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.309934691589042;48.769718949712896;48.769718949712896, 2.309934691589042;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:22166;Pasteur;Métro 6;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.312792651441268;48.842482718285865;48.842482718285865, 2.312792651441268;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:21948;Pelleport;Métro 3B;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.40160636134298;48.86842046799948;48.86842046799948, 2.40160636134298;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:22020;Père Lachaise;Métro 3;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.386157046298338;48.86296417435419;48.86296417435419, 2.386157046298338;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43180;Pierrelaye;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.1545313948758564;49.01917957374756;49.01917957374756, 2.1545313948758564;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:24682;Place des Fêtes;Métro 7B;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.392959616507311;48.87693859004261;48.87693859004261, 2.392959616507311;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:463085;Plaisance;Métro 13;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.313860489344306;48.83175036306747;48.83175036306747, 2.313860489344306;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:22377;Poissonnière;Métro 7;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3487397513900734;48.87716484925024;48.87716484925024, 2.3487397513900734;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:462985;Pont de Levallois - Bécon;Métro 3;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.28030375318625;48.89722831603318;48.89722831603318, 2.28030375318625;pollution faible - incertitude forte;;Pollution faible;Action(s) d'amélioration de la qualité de l'air en cours;pollution faible
IDFM:monomodalStopPlace:47907;Pont de Rungis Aéroport d'Orly;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.373209854795934;48.74834625868034;48.74834625868034, 2.373209854795934;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:45812;Ponthierry - Pringy;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.5445365646399507;48.535084951085466;48.535084951085466, 2.5445365646399507;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:44411;Pontoise;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.0957859968423524;49.04673337596684;49.04673337596684, 2.0957859968423524;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:43183;Porchefontaine;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.1522340489858127;48.79654475986442;48.79654475986442, 2.1522340489858127;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:463073;Porte de Clignancourt;Métro 4;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.344624099102791;48.897525631278015;48.897525631278015, 2.344624099102791;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:22041;Porte de la Chapelle;Métro 12;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.359248542310361;48.89740242267042;48.89740242267042, 2.359248542310361;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:463260;Porte de Vanves;Métro 13;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;;;2.3053323866574735;48.827613464004294;48.827613464004294, 2.3053323866574735;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:22077;Porte de Vincennes;Métro 1;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;;;2.4108049967015006;48.84700773108863;48.84700773108863, 2.4108049967015006;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:22078;Porte Maillot;Métro 1;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.2825838473615496;48.87816265364455;48.87816265364455, 2.2825838473615496;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:24684;Pré-Saint-Gervais;Métro 7B;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.398580770693528;48.8801595806643;48.8801595806643, 2.398580770693528;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:22004;Quai de la Rapée;Métro 5;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;https://www.airparif.fr/;;;2.365992890937552;48.84649085420337;48.84649085420337, 2.365992890937552;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;Action(s) d'amélioration de la qualité de l'air en cours;station aérienne
IDFM:463294;Reuilly - Diderot;Métro 1;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3858367760086865;48.84734982784612;48.84734982784612, 2.3858367760086865;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:21921;Richelieu - Drouot;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.3385912215385414;48.872135870317955;48.872135870317955, 2.3385912215385414;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:21911;Saint-Augustin;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;;;2.3210135978085997;48.87454661293485;48.87454661293485, 2.3210135978085997;pollution moyenne - incertitude forte;;Pollution moyenne;Action(s) d'amélioration de la qualité de l'air en cours;pollution moyenne
IDFM:monomodalStopPlace:47952;Saint-Chéron;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.1249767315730463;48.550937745357075;48.550937745357075, 2.1249767315730463;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:412743;Saint-Denis;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.345479004987329;48.93482889939617;48.93482889939617, 2.345479004987329;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:22242;Saint-Denis - Université;Métro 13;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3644942905103172;48.945911458883856;48.945911458883856, 2.3644942905103172;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:22217;Saint-François-Xavier;Métro 13;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.314407403528732;48.8512787565696;48.8512787565696, 2.314407403528732;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:22044;Saint-Georges;Métro 12;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3375706403796697;48.87841659490173;48.87841659490173, 2.3375706403796697;pollution faible - incertitude forte;;Pollution faible;;pollution faible
IDFM:monomodalStopPlace:43201;Saint-Gratien;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.285777828585351;48.963658273529425;48.963658273529425, 2.285777828585351;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:462972;Saint-Lazare;Métro 14;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;;;2.3240258961246782;48.875660854671985;48.875660854671985, 2.3240258961246782;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43192;Savigny-sur-Orge;RER C;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.3523541804056833;48.67639468866699;48.67639468866699, 2.3523541804056833;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
IDFM:monomodalStopPlace:43193;Sevran Beaudottes;RER B;pollution moyenne;MOYENNE;Évaluation : mesures permanentes;non;;https://www.transilien.com/fr/page-corporate/mesurer-la-qualite-de-lair-interieur;mesures permanentes;;2.5247262164471342;48.94700236504643;48.94700236504643, 2.5247262164471342;pollution moyenne - incertitude faible;;Pollution moyenne;;pollution moyenne
IDFM:463311;Solférino;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;;;2.3230759642515415;48.85853194972854;48.85853194972854, 2.3230759642515415;pollution moyenne - incertitude forte;;Pollution moyenne;;pollution moyenne
IDFM:monomodalStopPlace:43204;Stade de France Saint-Denis;RER D;station aérienne;station aérienne;;non;;https://www.airparif.fr/;;;2.3504430479100207;48.91769737260247;48.91769737260247, 2.3504430479100207;station aérienne;;Station aérienne – Proche des niveaux en air extérieur;;station aérienne
